Abyss | Description | Abysses are interactable objects in instances which spawns cracks and pits that spawn monsters. They can spawn from Act 6 onwards. This encounter is considered Extra Content and has a baseline greater than 8% chance to appear in any map area.
Stone Altar | Description | If the player used five third-tier Talismans at a stone altar, it summoned a portal to an area where Rigwald, the Wolven King could be fought.
Stone Altar | Description | After the Talisman league ended, Stone Altars were not added to the core game. Currently they are not implemented but may make a return in the future. [1]
Stone Altar | Spawn Locations | They had a 100% chance to spawn in the Western Forest , the Hedge Maze , and the Dried Lake. The Ledge had a 100% chance to spawn one in Cruel and Merciless. The Imperial Gardens had a 60% chance. The Dread Thicket was 50%. Kaom's Dream and Stronghold had a 35% chance. The Belly of the Beast areas had a 20% chance in Normal, up to 30% in Merciless. All non-unique maps had a 35% chance to spawn a stone altar as well. Stone altars could spawn also in other areas, but not too often.
Stone Altar | Item level | The item level of talismans obtained from stone altars was an average of the five talismans used, where the the lowest-level talisman was counted once, the highest-level talisman was counted three times, and the middle three talismans were counted twice. The summoned monsters are the same level as the resultant talisman that the player should get from using the altar. That means using high-level talismans in a low-level area on a low-level character is ill-advised.
Stone Altar | Item level | The level of the stone altar's area mattered only if the talismans used resulted in a talisman lower than the level of the area. In this case, the monsters summoned from the stone altar will match the level of the area, rather than the level of the talisman. This does not cause them to drop higher level Talismans than they otherwise would have. [2]
Stone Altar | Monsters | When a stone altar was activated with tier 1 or 2 talismans, groups of monsters would appear from among the following:
Stone Altar | Monsters | For tier 1 talismans, one of these monsters would be possessed by the tier 2 talisman. For tier 2 talismans, a random unique monster would be holding the tier 3 talisman:
Stun | Description | Whenever a player or monster is hit , there is a chance they will be stunned. A stun interrupts whatever that creature was doing while a brief animation is played.
Stun | Mechanics | Hits have a chance to stun based on their damage compared to the target's maximum life. The base duration of the stun animation is 350ms.
Stun | Stun chance | Stun chance can be calculated using the following formula: [6]
Stun | Stunning damage | In calculating stunning damage, melee damage has a +25% bonus to the damage contributing to stun, while non-physical damage has a -25% penalty to the damage contributing to stun. Therefore, the total stunning damage can be calculated as follows:
Stun | Stunning damage | Note : Version 3.21 made it harder to stun with 'almost all skills', excluding melee attacks. [8] It is unknown how this modified the stun calculation, and this factor is not reflected in the above formula. (In effect, it appears to make non-melee damage ~30% less effective for stunning.) [9]
Stun | Stun threshold | Reduced stun threshold modifiers reduce the value of Defender's effective max life \color [rgb]{0.6392156862745098,0.5529411764705883,0.42745098039215684}{\text{Defender's effective max life}}. For example, 25% reduced Enemy Stun Threshold means the enemy will be treated as if their Defender's effective max life \color [rgb]{0.6392156862745098,0.5529411764705883,0.42745098039215684}{\text{Defender's effective max life}} is only 75% as much as it actually is, increasing the chance that the enemy will be stunned. [6]
Stun | Stun threshold | When the total Stun Threshold Reduction would be over 75%, it is instead treated as being:
Stun | Stun threshold | The net effect on the mean number of stuns during a monster's lifetime is as follows:
Stun | Stun duration | The default length of stuns is 350ms. [6] A significantly long stun duration ( 700+ ms ) will also display a swirling circle above the character or monster. [10]
Stun | Stun duration | Stun duration can be calculated using the following formula: [6]
Stun | Stun duration | The duration of stuns can be altered by increased Block and Stun Recovery , increased Stun Duration on enemies , and similar modifiers.
Stun | Stuns versus unique bosses | Kitava (and his map boss variants) is the only boss with explicit stun immunity, although some bosses are immune to becoming stunned or interrupted during specific attacks.
Stun | Avoiding stun | There are passive skills and item modifiers that grant a chance to prevent stuns:
Stun | Avoiding stun | Each of the above modifiers apply in different steps and are multiplicative with each other. [13] [14] All of these modifiers effectively prevent hits from stunning, and prevent most effects related to stun (e.g. Cast when Stunned Support ). Bloodnotch 's recovery, however, does not seem to be prevented by energy shield's 50% chance to ignore a stun. [15]
Stun | Interaction with cold damage crits | Apart from all other considerations for receiving or inflicting a stun, stun cannot occur if:
Stun | Interaction with cold damage crits | Note that freeze does not prevent stuns. This behaviour appears to be due to certain mechanics related to freeze:
Stun | Interaction with cold damage crits | Therefore, if the goal is to be reliably stunned (e.g. for Bloodnotch or Cast when Stunned Support ), a player would ideally want at least one of the following:
Stun | Related base stats | The following skill gems have stats related to stun :
Stun | Hidden stun prevention base stats | Some skill gems have a hidden property that prevents interruption during use (e.g. Dash ), or before their animation has created a skill effect (e.g. Vaal and Retaliation skills).
Stun | Hidden stun prevention base stats | The following skill gems have stats related to stun :
Stun | Related quality stats | The following skill gems have stats from quality related to stun :
Stun | Related base stats | The following support gems have stats related to stun :
Stun | Related quality stats | The following support gems have stats from quality related to stun :
Stun | Unique items | Only unique items that add explicit stun-related stats are listed here.
Stun | Reduced Enemy Stun Threshold | No results found for the given query.
Stun | Miscellany | These passive skills are related to stun, but do not fit in any other category:
Stun | Masteries | The following Masteries are related to Stun:
Stun | Cluster jewel passives | The following cluster jewel -only passives are related to stun:
Synthesiser | Description | The Synthesiser was a device used to create synthesised items from fractured items. It has since been removed from the game and is currently not available anymore.
Synthesiser | Mechanics | The Synthesiser could be found in the Memory Nexus. To use the Synthesiser, players had to place three rare fractured items of the same item class. The inventory size of each item did not matter, but the item class had to match. For example, one-handed maces and sceptres were considered two different item classes. It was also possible to substitute a unique fractured item that dropped from Venarius or any of the other four Synthesis bosses instead of one of these rare items.
Synthesiser | Mechanics | The Synthesiser would then create a new synthesised item with one to three synthesised implicit modifiers based on all of the modifiers on the three base items, not just the fractured modifiers.
Synthesiser | Mechanics | Synthesised implicits could be targeted:
Synthesiser | Fate of the game mechanics | After the Synthesis leagues ended, most of its content was not added to the core game. As a result the Synthesiser and the Memory Nexus was made unavailable. Fractured and Synthesized items will not be added until 3.11 Harvest league , only through harvest crafting on pre-made bases. As well as random drops in side of Heist Contracts and Blueprints in 3.12 Heist league.
Tag | Description | Tags are internally used by the game to describe certain properties/aspects of entities. These are then usually used later to govern certain rules about those entities, such as which modifiers can spawn on which items.
Tag | Overview | Most entities, like monsters, areas, mods and items come with their own list of tags. The tags are used to describe some properties of those entities, for example currency items are usually tagged with default, currency
Tag | Overview | Modifiers: Modifiers have tags which can be used to manipulate or determine crafting outcomes (e.g. fossils , harvest crafting ), or the modifiers can be the targets of other bonuses (e.g. catalysts , heist enchantments ). Spawn tags determine the eligibility of modifiers to roll on specific base types of items.
Tag | Overview | Areas: Areas may have tags which determine the layout or features of an area, or may be a descriptive tag which may also be correlated to certain divination card drop locations.
Tag | Overview | Monsters: Monster tags may also determine the drop sources of certain divination cards, or may be used to categorize certain monsters.
Taunt | Description | Taunt is a debuff that makes an affected enemy unable to consider any object as a potential target, except the source of the debuff. It also causes enemies to deal 10% less damage to other entities. [2] [3] (Note: this effect does not appear to be currently working. [4] ) It lasts for 3 seconds. Taunt can be applied by players, minions, monsters, or proxies that are targetable (e.g. totems , but not traps , mines , or mirages ). Taunt immediately expires when the character (or proxy) that applied it dies or expires.
Taunt | Description | When multiple sources are taunting the same enemy, the first taunt applied determines the aggro. The targeted source can maintain aggro indefinitely as long as it maintains its taunt on the target. [3]
Taunt | Description | All targets can be taunted unless made immune through a modifier; however, taunt will not cause The Shaper , The Elder , Shaper Guardians , Elder Guardians , or various other unique bosses to retarget towards the source of the taunt. [5]
Taunt | Skill gems | The following skill gems are related to Taunt:
Taunt | Related quality stats | The following skill gems have stats from quality related to taunt :
Taunt | Related quality stats | There are no skill gems that have stats from quality related to taunt.
Taunt | Support gems | The following support gems are related to Taunt:
Taunt | Item skills | The following item skills are related to Taunt:
Taunt | Base items | The following base items are related to Taunt:
Taunt | Unique items | The following unique items are related to Taunt:
Taunt | Passive skills | The following passive skills are related to Taunt:
Taunt | Ascendancy passive skills | The following Ascendancy passive skills are related to Taunt:
Tempest | Description | Tempests are a game mechanic that causes environmental hazards to appear randomly in an affected area. Each tempest hazard appears as a swirling vortex of energy that discharges after several seconds to apply certain buffs to both player characters and monsters within it.
Tempest | Encounters | Tempests are considered Extra Content , but do not have a base chance to spawn in areas. They can only be accessed via specific means.
The Lake of Kalandra | Description | The Lake of Kalandra is an area introduced during Kalandra League and occasionally made accessible during certain events. Players can interact with Mirrored Tablets to create paths from Reflection tiles in the Lake to generate increasingly difficult and rewarding encounters.
The Lake of Kalandra | Mirrored Tablet | Every area and map in Kalandra League contains a Mirrored Tablet altar used for constructing your Lake of Kalandra. Each Tablet allows you to place 1-2 Reflections (tiles) on the Lake, and completely filling it allows you to run it and reap the rewards you've worked for.
The Lake of Kalandra | Mirrored Tablet | Completed Mirrored Tablets from Act zones must be opened in the Acts, via the Mirrored Tablet columns. Map-tier Mirrored Tablets are itemized and can be opened via the Map Device.
The Lake of Kalandra | Mirrored Tablet | The size of the Lake in the Mirrored Tablet depends on the area level that the Tablet was first generated in. It begins as a 2x2 grid in Act 1, up to 4x4 by Act 10, and up to randomly 4x5 or 5x5 in T16 maps.
The Lake of Kalandra | Mirrored Tablet | Reflection tiles may appear with 2-4 notches on their borders; these indicate a higher tier encounter and generally have harder content and greater rewards.
The Lake of Kalandra | Mirrored Tablet | Tiles also scale in difficulty based on their Manhattan distance (the shortest route from the entrance to the given reflection). Difficulty scales monster damage and damage reduction, as well as rewards. Rewards from chests appear to scale linearly up to Difficulty 5, then taper off from Difficulty 6 onwards.
The Lake of Kalandra | Mirrored Tablet | Area level of the lake is calculated similarly to The Temple of Atzoatl , and will be equal to the average level of zones a player activated altars in plus 10 levels, but no higher than the highest level zone an altar was activated in, and no higher than level 75 if any altar was opened in a campaign zone. [1]
The Lake of Kalandra | Monster Reflections | Tiles contain packs of monsters with one Unique named "Effigy of X", based on existing Unique Monsters from Acts or Invasion bosses. Defeating around 95% of the tile's monsters spawns a Submerged Chest with random rewards that scales with difficulty.
The Lake of Kalandra | Monster Reflections | Monster Reflection reward types include generic (currency, maps, gear), quality currency , armour , weapons , and jewellery.
The Lake of Kalandra | League Reflections | Tiles contain various encounters from other Challenge Leagues, including Extra Content and Masters. The encounter's respective rewards scale with difficulty.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the number of Artifacts dropped. The Unique Boss always drops a stack of Reroll Currency.
The Lake of Kalandra | League Reflections | Be careful of Tormented Spirits applying Silence.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the quantity of items dropped from Strongboxes. Does not affect items dropped by monsters in the Strongboxes. T3 Strongbox tile tends to spawn Diviner's, Operative's, and Cartographer's Strongboxes.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the base duration of Shrine buffs on players.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the chance for Essence Monoliths to contain additional Essences.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the quantity of Breach Splinters in Breach Hands. Does not affect Breach Splinters dropped from monsters.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the quantity of Timeless Splinters dropped.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the quantity of Currency Shards dropped from Harbingers.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the quantity of Sulphite obtained from Voltaxic Sulphite deposits. The T3 node grants a decent amount of Azurite.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the quantity of Tainted Currency dropped. The tile contains many rats that have a chance to spawn a Beyond Portal, up until a Beyond Boss is generated. Does not guarantee a Beyond Boss.
The Lake of Kalandra | League Reflections | Adds a Mirror of Delirium which temporarily covers the Lake in Delirium fog. Does not appear to scale with Difficulty.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the experience granted by monsters in this tile. Similar to Untainted Paradise.
The Lake of Kalandra | League Reflections | Spawns a Fisherman NPC and contains an interactable Tackle Box which contains a fishing -related Unique item.
The Lake of Kalandra | League Reflections | Each level of Difficulty increases the magnitude of modifiers Reflected by the Ethereal Reflecting Mist.
The Lake of Kalandra | Boss Reflections | Boss reflections are higher tier versions of Monster Reflections that spawns one or more Unique Bosses, including Rogue Exiles and Map Bosses. Can spawn Map Bosses of maps that are not currently on the Atlas.
The Lake of Kalandra | Boss Reflections | Boss reflection reward types include gems , currency , divination cards. maps , scarabs , and Unique items.
The Lake of Kalandra | Legacy Reflections | The following reflection types have been removed in the most recent iteration of the Lake of Kalandra, mainly because the mechanic has been removed from the game.
The Lake of Kalandra | Legacy Reflections | Each level of Difficulty increases the chance to double dropped rewards and Catalysts. Cannot drop an itemized Organ.
The Lake of Kalandra | Special Tiles | These tiles can occasionally appear alongside Reflection choices. These can alter your current Mirrored Tablet and can be used to fine-tune your Reflections' placement and difficulty. These choices can be Exiled, though it is generally a poor idea to do so as they are less common than regular Reflections and are useful to have. Swapping a Reflection with another nearby Reflection can be used similarly to a "skip".
The Lake of Kalandra | Reflection Abilities | These abilities can be used a set number of times per Tablet once unlocked. Additional uses of these abilities can be unlocked by completing certain encounters at the required difficulty. It is highly recommended to unlock the Reroll and Exile options completely as soon as possible. Exiling three of the Fire, Cold, Lightning, or Physical Monster Reflections makes it much more likely to have a chance to receive one of the Encounter Reflections or Boss Reflections as one of your three options.
The Lake of Kalandra | Reflecting Mist | Sometimes, Kalandra may appear in the Lake of Kalandra, and create a Reflecting Mist upon completing an encounter of Difficulty 4 or higher, offering you a choice between two Reflected mirrored rare rings or amulets with unusual mods. Some are scaled-up versions of existing modifiers, while others are strong negative versions of the same modifier. The rings provide inverse stats; a negative mod on one ring is positive on the other. The magnitude of the modifiers is dependent on the difficulty of the completed encounter ranging from 2.0x at Difficulty 4 to 3.3x at Difficulty 17 (0.1 increments) and applies to all modifiers with scaleable values. You may only pick one of these items to take.
The Lake of Kalandra | Reflecting Mist | Sometimes, it may offer a ring basetype exclusive to the Lake of Kalandra and likewise contains alternate effects based on which ring slot they are equipped into:
The Lake of Kalandra | Reflecting Mist | These rings come Rare and Mirrored , and contain the higher magnitude modifiers of Reflected rings. They can be vendored 5-to-1 at any vendor to obtain a craftable, non-mirrored version.
The Lake of Kalandra | Reflecting Mist | Kalandra's Touch [2] used to be a possible rare outcome, replacing one of the rings in the Reflecting Mist; however, after it became a core drop item in version 3.20.0 , it is unknown whether it is still a possible outcome in current iterations of the Lake of Kalandra.
The Lake of Kalandra | Reflecting Mist | The modifiers are scaled by a coefficient based on the difficulty the mist spawns in. They do not spawn in difficulty less than 4.
The Lake of Kalandra | Reflecting Mist | Rarely, an "evil" version of Kalandra will appear shrouded in teal-coloured mist, mirroring Unique enemies in the tile and granting an additional Reflecting Mist. These mirrored enemies will also drop mirrored items. This will be denoted with the following voicelines:
The Lake of Kalandra | Reflecting Mist | Kalandra: You are meddling in forces beyond your understanding! Kalandra: Show me what you are truly made of.
The Lake of Kalandra | Reflecting Mist | Kalandra may also occasionally give an additional Reflecting Mist without doubling the boss.
The Lake of Kalandra | Ethereal Reflecting Mist | Rarely, you may be offered a Reflection of Kalandra encounter, which allows you to Reflect your own ring or amulet and distort it in a similar process. The magnitude of the modifiers depends on the difficulty of the encounter. Again, you may only keep one of the resultant items.
The Lake of Kalandra | Ethereal Reflecting Mist | The Blast from the Past Event introduced the possibility to be able to reflect jewellery with Recombinator -only modifiers to increase their magnitude, specifically:
The Lake of Kalandra | Ethereal Reflecting Mist | The increased effect of modifiers from reflecting jewellery scales with Difficulty.
The Lake of Kalandra | Lore | Some encounters contain Ancient Etchings which provide lore surrounding Kalandra and the lake, including describing some rules surrounding the lake.
The Lake of Kalandra | Trivia | The Lake of Kalandra appears to be inspired by the Giant's Causeway in Ireland and other basalt formations.
The Pantheon | Description | The Pantheon is a system of divine powers that players can activate to grant various defensive passive buffs, introduced in The Fall of Oriath expansion. These powers grant various defensive or utility bonuses and become available when players defeat certain gods in Acts 6 through 10.
The Pantheon | Description | There are twelve gods that each grant a power; four major gods and eight minor gods. A player can only have one major and one minor power activated at a time. The bonuses can be freely swapped with no extra cost, as long as the player is in a town or hideout.
The Pantheon | Description | Upgrading a god's power requires consuming a Divine Vessel and a map with a boss that can upgrade a pantheon power. Once completed, activating a pantheon power will also activate all unlocked upgrade effects associated with that god's power.
The Pantheon | Description | The Pantheon is not available in Ruthless mode.
The Pantheon | Upgrading | Every major and minor god can be upgraded. All Major gods have 3 upgrades and Minor gods have 1 upgrade. This means, in total, you can get up to 4 simultaneous buffs from a Major god, and 2 simultaneous buffs from a Minor god.
The Pantheon | Upgrading | Upgrades to the Pantheon are shared between all characters in the same league, but their effects are disabled until the character has completed the quest An End to Hunger (completing the campaign ).
The Pantheon | Upgrading | In order to upgrade a god power, players need to:
The Pantheon | Upgrading | There must be space in the map device for the Captured Soul or it will be deleted. This is typically not a problem unless the player adds more items to the map device's slots before completing the opened map.
The Pantheon | Downgrading | To "downgrade" (remove) a Pantheon Power upgrade for a single character , follow the same procedure as upgrading; it acts as a toggle.
The Pantheon | Strategy | If the player is struggling on an encounter, particularly in Maps , swapping a Pantheon power can provide a quick boost to survivability. For example, when facing Shock , swapping to Garukhan 's power might help.
The Pantheon | Maps | For maps specifically, you can hold onto maps with less desirable modifiers such as Burning Ground , swap to Abberath run all of them, then swap back to your usual power.
The Pantheon | Resistances | If you're unable to max your Resistances with your equipment, you can swap to souls that provide mitigation to those damage types until you are able to upgrade.
The Pantheon | Dialogue | Dialogue with Sin promptly after killing the deities. (Not in town)
The Pantheon | Ryslatha (Act 6) | The Azmeri believed that, one day, this world of ours would collapse under the weight of Ryslatha's offspring. A frightening thought, and thankfully, a mistaken one.
The Pantheon | Ryslatha (Act 6) | Sin: Ryslatha!
The Pantheon | Ryslatha (Act 6) | Sin: Release this land to the will of its true children.
The Pantheon | Shakari (Act 9) | A mother's keen heart shall bleed into the dreams of her daughter. Once a beauty who held captive the hearts of men and women alike, Shakari 's splendour decayed into lust.for the power possessed by her skyborn mother.
The Pantheon | Shakari (Act 9) | My daughter once sought out such power within the great sands of this desert. Ever determined, she found it, and it made her the twisted creature you so mercifully dispatched.
The Pantheon | Shakari (Act 9) | Driven by agony and shame, she built an army out here in these sweltering lands and would have conquered the very sky had not the Beast soothed her into peaceful oblivion. A babe once more sleeping in her cradle.
The Pantheon | Shakari (Act 9) | Sin: Daughter!
The Pantheon | Shakari (Act 9) | Sin: Rest, my child. Be free from the torments of immortality.
Tormented spirit | Description | Tormented Spirits are a special type of monster. Once spotted, these apparitions of dead criminals flee from the player with their ill-gotten gains. When a tormented spirit touch another monster, it imbues them a with buff that increases their danger, but also their reward. When a tormented spirit touches a Rare or Unique monster, it possesses it and makes them even more powerful, but also makes them more rewarding. [1] This mechanic is also referred to as Torment.
Tormented spirit | Description | Tormented spirits are considered a form of Extra Content.
Tormented spirit | Mechanics | Tormented spirits are Unique monsters that can be randomly found throughout acts and maps. Tormented spirits are unable to attack directly. Once a player gets within range, it will attempt to flee from the player while also attempting to pass through other monsters along the way, stopping every few seconds.
Tormented spirit | Mechanics | Any Normal and Magic monsters that the spirit passes through receive a " Touch " modifier based on the spirit type. If the tormented spirit touches a Rare or Unique monster, it will go inside that monster and possess it, despawning itself and giving the monster a " Grip " modifier. Tormented spirits cannot affect other tormented spirits. If a tormented spirit stays alive long enough without possessing anything it will eventually despawn itself, leaving no items. Certain effects can cause monsters to spawn in with a Touch or Grip modifier already applied.
Tormented spirit | Mechanics | Monsters that have been touched or possessed by a tormented spirit receive increased damage and attack, cast, and movement speed, along with any special effects given by that specific tormented spirit, as well as 25% increased item quantity and item rarity for a Touch modifier, and 50% increased item rarity for a Grip modifier. If a tormented spirit is killed, it is guaranteed to drop one rare item. If a rare monster is possessed, at least two rare items are guaranteed to drop, and if a unique monster is possessed, at least three rare items are guaranteed to drop. [2]
Tormented spirit | Mechanics | Tormented spirits spawn in with a hidden 90% less damage taken modifier that tapers off to 0% over 15 seconds after they become active. For each monster they touch, they take 5% increased damage. Each tormented spirit can touch up a maximum of 50 enemies.
Tormented spirit | Mechanics | Fairgraves' Tricorne allows the player to receive a Touch modifier if they touch a tormented spirit. The Speaker of the Dead keystone allows tormented spirits to possess the player, granting you its Grip modifier and allowing you to touch up to 40 monsters.
Tormented spirit | Torment modifiers | Note: information is based on inferences from metadata and may not be 100% accurate.
Tormented spirit | Unusual | These Tormented Spirits can only appear in maps affected by a Torment Scarab of Peculiarity. Every monster Possessed by an usual variant will drop an item specific to the tormented spirit. (map, scarab or unique item) The Betrayer and Heretic Touched monsters also have a chance to drop a specific item (scarab or map depending on the spirit). The chance is supposedly 10%, following the metadata which may not be accurate. The scarabs dropped this way doesn't seem to be affected by modifiers on the atlas tree, as notable nodes such as Loved by the Sun doesn't prevent abyss scarabs to drop.
Toughness | Description | Toughness is a property of monsters that multiplicatively affects the damage they take. Increased toughness causes monsters to take less damage while reduced toughness causes them to take more damage.
Toughness | Calculation | The damage taken by the monster based on their toughness is calculated as follows, rounded to the nearest whole number:
Toughness | Calculation | Failed to parse (SVG (MathML can be enabled via browser plugin): Invalid response ("Math extension cannot connect to Restbase.") from server "https://wikimedia.org/api/rest_v1/":): \color[RGB]{163,141,109} \text {Relative Damage Taken} = 1 - \dfrac {100\%} {100\% + \text{Total Increased Toughness }\%}
Toughness | Calculation | (6567-19899)% increased Toughness is the maximum possible value for Toughness that permits the monster to take damage. At 19900% increased Toughness or above, the monster has 100% less damage taken, effectively granting damage immunity.
Trapped Stash | Description | A Trapped Stash is an interactable object found in Immortal Syndicate safehouses containing certain Syndicate members.
Trapped Stash | Description | After interacting with the trapped stash, the player is shown a small collection of items such as unique items or currency stacks depending on the member associated with the room and safehouse type. The player has eight seconds to take one item after which the trapped stash closes and cannot be interacted with again. If multiple trapped stashes are present, the timer must fully expire before another trapped stash can be opened, even if the player already took an item.
Trial of the Ancestors | Description | The Trial of the Ancestors is a league mechanic found in Ancestor league. The player participates in the tournament against fallen Karui chieftains and their tribes overseen by Hinekora , Mother of Death.
Trial of the Ancestors | Entry | To access the Halls of the Dead , the player must use a Silver Coin from town or hideout , or enter using the waypoint. The player needs to click the Well of Passing to cross over into the afterlife. Silver Coins are also used as the entry fee to participate in each round of the tournament. Trial of the Ancestors can be accessed as soon as the player has access to Lioneye's Watch in Act 1.
Trial of the Ancestors | The Tournament | The tournament is held until the last team is standing. A team is eliminated when they lose twice in a tournament.
Trial of the Ancestors | The Tournament | The player can select opponents based on sponsors or rewards. Sponsors grant favour towards their tribe if you win the round, which can be used to buy warriors, field items, and equipment. Rewards can vary from currency, items, tattoos, and unique items. Favour is used to purchase warriors and equipment. You can sell your warriors or equipment to another tribe to gain their favour. You get an additional 50 favour from sponsors per tournament round. In addition, each round you always gain 250 favour from Navali, or 500 if you lost the round.
Trial of the Ancestors | The Tournament | You will also gain ranking as you participate in the tournament. Ranking determines the trial's monster level, damage and damage reduction, as well as the item level, rarity, and/or stack size of rewards. Losing a tournament lowers rank by a small amount, whereas winning a tournament increases rank by a larger amount.
Trial of the Ancestors | The Tournament | If you win the tournament, Hinekora will offer you a choice between a few exclusive items. Additionally, there are some rewards that initially can only appear in the final round of the tournament, although they can show up earlier at higher ranks.
Trial of the Ancestors | The Tournament | Your favour and your warriors and equipment are reset between tournaments. Winning a tournament always grants 3 to 4 random warriors when you start the next tournament. Losing in the tournament will instead only grant a chance for random warriors.
Trial of the Ancestors | The Trial | Fight alongside your selected warriors to defeat the enemy chieftain and warriors, and banish their totems to prevent them from repawning. Players have to channel near a totem to banish it and cannot deal damage to it directly. Being hit while banishing a totem interrupts actions and prevents all actions for a duration.
Trial of the Ancestors | The Trial | Defeated warriors revive at their ancestral totem after a delay which increases each time they die. Dying during a trial does not count as a death (no experience loss or sending Hardcore character to Standard will occur). All enemies immediately respawn if an enemy totem is banished by the player; this does not occur if a warrior banishes it instead. Banishing all enemy totems wins the match.
Trial of the Ancestors | The Trial | Both teams can select up to 16 Warriors or Field Items to assist the player or enemy chieftain in battle. Up to 4 Warriors can be assigned to each role.
Trial of the Ancestors | The Trial | Flankers should be prioritized, followed by escorts and defence. The player should prioritize killing enemies while warriors focus on totems.
Trial of the Ancestors | Opponents | You can select an opponent to battle each round. Each chieftain grants different rewards per round. Each warrior from that tribe has an innate effect based on their tribe.
Trial of the Ancestors | Opponents | All enemies are unaffected by taunt , cannot be repeatedly knocked back (up to 5 times every 5 seconds) or forced to flee , and cannot have movement speed slowed beyond 50% base movement speed. Warriors are also immune to conversion via Conversion Trap.
Trial of the Ancestors | Warriors | Players begin a tournament with an Honoured Warrior, an Honoured Sage, and a Tuatara in their initial roster. Up to 4 tribe-specific warriors can also randomly join your initial roster for the next tournament; this is guaranteed if you win a tournament and has a chance to occur if you lose a tournament.
Trial of the Ancestors | Warriors | Additional warriors can be purchased from the respective tribe's chieftain using favour. Each tribe's cheapest warrior is always available for purchase after the first round, while higher-tier warriors may be offered for purchase in later rounds. Higher-tier warriors are not always guaranteed to show up in a tournament.
Trial of the Ancestors | Equipment | One piece of equipment can be equipped onto each warrior, granting certain buffs themed around each tribe. Equipped equipment is retained between rounds, but is destroyed at the end of a tournament.
Trial of the Ancestors | Field item | Field items can be placed before a match in any of the 16 Warrior positions. Idols can be used in combat once; unused idols can be used in the next match. Used field items and field items unused by the end of the tournament are destroyed.
Trial of the Ancestors | Rewards | Rewards are obtained after winning a round or tournament by heading towards Navali and Hinekora at the northernmost point of the arena. An Ancestral War Chest appears after a short delay.
Trial of the Ancestors | Rewards | Rarer rewards like Makanga Tattoos, Loyalty Tattoos, and tribe uniques are more likely to appear later in a match, typically as the final match in a tournament. Player rank will also increase the appearance rate of rarer rewards.
Trial of the Ancestors | Round rewards | Round rewards can be obtained by defeating opponents that offer their exclusive rewards. Each round reward is tied to a specific tribe.
Trial of the Ancestors | Round rewards | Loyalty tattoos are a type of tattoo that grants a triggered skill that summons the spirit of a tribe's chieftain as a minion. These minions also provide a buff while active. Only 1 Loyalty tattoo can be applied at one time.
Trial of the Ancestors | Round rewards | Makanga tattoos have very powerful effects, but they require adjacent nodes to be allocated in a certain way for them to do anything. They have a chance to appear as a reward in the final round of the tournament.
Trial of the Ancestors | Fated rewards | Fated rewards can be obtained from Hinekora after successfully winning a tournament. Players are provided a choice between two chests containing an honoured tattoo and an omen. At higher ranks, she may offer an exclusive unique item or her signature currency instead.
Trial of the Ancestors | Fated rewards | Hinekora can also rarely offer special tattoos with unique effects.
Trial of the Ancestors | ToTA-specific builds | High-level Trials scale to levels of damage and damage reduction beyond normal scaling in most of the rest of the game, similar to deep delve. Because of this, players may opt to create specific characters or utilise certain strategies to effectively farm this mechanic and solely focus on crowd control strategies (e.g. Void Sphere , movement speed and action speed slows) and damage avoidance. See this guide for a more detailed overview.
Trial of the Ancestors | Act 4 strategy | Certain strategies exist where players will create and level up characters purely in Trial of the Ancestors after stopping at the Crystal Veins in Act 4. This prevents Kaom and Utula from appearing in the Halls as chieftains, limiting the roster of 10 possible tribes to 8 instead. This has some pros and cons:
Triple damage | Description | Triple damage is an effect that causes a hit to deal triple its damage. Triple damage overrides and does not stack with double damage.
Triple damage | Related items | The following unique items are related to triple damage:
Triple damage | Masteries | The following Masteries are related to triple damage:
Triple damage | Related modifiers | The following modifiers are related to triple damage:
Ultimatum | Description | The Trials of Chaos , also known as Ultimatum , is a league mechanic introduced with the Ultimatum leagues. It was added to the core game in Version 3.23.0.
Ultimatum | Mechanics | The Trialmaster and an altar can be found in The Vaal City and The Temple of Decay Level 1 in Act 7. It has an 8% chance to spawn in maps. The altar displays a reward, the objective, and three modifiers to choose from. The player must select a modifier before beginning the trial.
Ultimatum | Mechanics | There are four possible objectives:
Ultimatum | Mechanics | After successfully completing a round, the encounter is frozen in time, and the player is offered two choices: end the trial and receive the accumulated rewards, or aim for more rewards and start the next round by selecting a new modifier to add.
Ultimatum | Mechanics | If the player's character dies, stays outside of the circle for too long, or receives 7 stacks of Ruin , the Ultimatum is failed and all rewards will be removed. The Altar being destroyed in "Protect the Altar" encounters also is considered a fail state.
